token,symbol,exch_seg
16049,733UP33-SG,NSE
161,674UP30-SG,NSE
1621,TATAINVEST-EQ,NSE
1628,BECTORFOOD-EQ,NSE
16244,738AP35-SG,NSE
16261,743MZ36-SG,NSE
1649,66UP30A-SG,NSE
16648,732HR33-SG,NSE
16654,733AP43-SG,NSE
16682,PTCIL-EQ,NSE
16804,741PN34-SG,NSE
16811,LOTUSEYE-BE,NSE
16809,736TS41-SG,NSE
16838,801TCH28-N7,NSE
16859,SINDHUTRAD-EQ,NSE
16870,81TCHF28-N8,NSE
16872,83TCHF28-N9,NSE
16876,SPECTSTM-SM,NSE
16900,DPWIRES-EQ,NSE
16978,74MH32-SG,NSE
16908,TOUCHWOOD-EQ,NSE
16923,74AP32-SG,NSE
1700,532RJ25-SG,NSE
17003,739TN53-SG,NSE
17029,PATANJALI-EQ,NSE
17071,URAVIDEF-EQ,NSE
17084,ESFL-SM,NSE
17101,75HP38-SG,NSE
17132,PENTAGON-SM,NSE
17222,747HR35-SG,NSE
17223,744JK38-SG,NSE
1726,JBCHEPHARM-EQ,NSE
17250,743AP41-SG,NSE
1730,664PY32-SG,NSE
17329,734TS46-SG,NSE
17358,UTKARSHBNK-EQ,NSE
1739,665AP36-SG,NSE
17388,ADANIPOWER-EQ,NSE
17455,741GA33-SG,NSE
17460,736RJ41-SG,NSE
17515,990SCL26I-AV,NSE
17521,902SCL26I-AW,NSE
1757,665PN50A-SG,NSE
17535,SCLZC26B-AY,NSE
17542,1015SCL28B-AZ,NSE
17547,AMRUTANJAN-EQ,NSE
1758,868NHB29-N3,NSE
17616,PSUBANKADD-EQ,NSE
17625,MOLDTECH-EQ,NSE
17684,SHRITECH-SM,NSE
17747,NIITMTS-EQ,NSE
17840,743TS41-SG,NSE
17945,COHANCE-EQ,NSE
17952,CIFC26A-N9,NSE
17987,TRF-EQ,NSE
17997,PGIMCSR3D-MF,NSE
1802,JYOTISTRUC-EQ,NSE
1805,KABRAEXTRU-EQ,NSE
18005,BPF02D1R-MF,NSE
1808,KAJARIACER-EQ,NSE
18093,BPF02IQR-MF,NSE
18131,YASHO-EQ,NSE
18139,DOLPHIN-EQ,NSE
18170,BPF01MDD-MF,NSE
18172,BPF01QDD-MF,NSE
18197,FISTIP3WDP-MF,NSE
18199,FISTIPD3MD-MF,NSE
18216,746AP38-SG,NSE
18252,SPAL-EQ,NSE
18260,CLSL-SM,NSE
18320,745BR31-SG,NSE
1842,66UP31-SG,NSE
18411,744AP40-SG,NSE
18419,RISHABH-BE,NSE
18473,CAGL26-NA,NSE
18474,719GS2060-GS,NSE
18564,LTTS-EQ,NSE
18566,RRKABEL-EQ,NSE
18614,SAMHI-EQ,NSE
1859,KESORAMIND-EQ,NSE
1871,665AP41-SG,NSE
18874,1003SCL30-BW,NSE
18883,SJVN-EQ,NSE
18973,619GS2034-GS,NSE
19104,ROLLT-EQ,NSE
19126,KIOCL-EQ,NSE
19161,NEWJAISA-ST,NSE
19167,767PN35-SG,NSE
19174,75AP41-SG,NSE
19185,755TS32-SG,NSE
1937,KREBSBIO-EQ,NSE
19233,AARTISURF-EQ,NSE
19487,767AP38-SG,NSE
19488,762TN53-SG,NSE
19523,764KA32-SG,NSE
1959,662TS41-SG,NSE
19550,765TS39-SG,NSE
19578,UGARSUGAR-EQ,NSE
19617,771RJ33-SG,NSE
19621,766AP42-SG,NSE
19622,766TN43-SG,NSE
19627,WOMANCART-SM,NSE
19633,ITETF-EQ,NSE
1006,675KA35-SG,NSE
10051,SFMP6DD-MF,NSE
10052,SFMP6DR-MF,NSE
10190,781TN52-SG,NSE
10214,795AP38-SG,NSE
10227,MANORAMA-EQ,NSE
10235,776HP30-SG,NSE
1030,AARON-EQ,NSE
10252,782WB32-SG,NSE
10253,EMKAYTOOLS-SM,NSE
10257,792AP42A-SG,NSE
104,SHAREINDIA-EQ,NSE
1038,FINCABLES-EQ,NSE
10331,781HR32A-SG,NSE
10453,SATIN-EQ,NSE
10459,777GJ32-SG,NSE
10529,765BR32-SG,NSE
10531,761GJ32-SG,NSE
1054,515GS2025-GS,NSE
10540,774MZ33-SG,NSE
10555,782AP42-SG,NSE
10605,LOYALTEX-BE,NSE
10599,GUJGASLTD-EQ,NSE
10622,SADBHIN-BE,NSE
10642,795TS37-SG,NSE
10646,754AS28-SG,NSE
10690,NIFTYQLITY-EQ,NSE
10733,SPORTKING-EQ,NSE
10738,OFSS-EQ,NSE
10825,MOVALUE-EQ,NSE
10755,APTECHT-EQ,NSE
10841,HDFC1406RD-MF,NSE
10852,761TN32-SG,NSE
10855,753HR30-SG,NSE
10865,GVPTECH-EQ,NSE
1090,684MZ34-SG,NSE
10880,SFMP64DR-MF,NSE
10912,758GA37-SG,NSE
1098,68TS50A-SG,NSE
10913,758AP42-SG,NSE
10999,MARUTI-EQ,NSE
11097,758GA37A-SG,NSE
11287,UPL-EQ,NSE
11292,769KL40-SG,NSE
11293,UNIENTER-EQ,NSE
11297,SIL-EQ,NSE
11359,DHANBANK-EQ,NSE
11361,915SCL27-Z7,NSE
11371,BGLOBAL-BZ,NSE
11351,PETRONET-EQ,NSE
1139,GICHSGFIN-EQ,NSE
11411,RKFORGE-EQ,NSE
11413,783TS35-SG,NSE
11416,77PN42-SG,NSE
11432,KRITINUT-EQ,NSE
11472,LLOYDS-SM,NSE
11501,FROG-SM,NSE
11522,NIITLTD-EQ,NSE
11536,TCS-EQ,NSE
11549,TEXINFRA-EQ,NSE
11589,762GJ29-SG,NSE
11593,HDFCSENSEX-EQ,NSE
11603,781UP34-SG,NSE
11640,BOHRAIND-EQ,NSE
11675,763ML25-SG,NSE
1169,678WB35-SG,NSE
11689,SUPRAJIT-EQ,NSE
11691,784RJ32-SG,NSE
11693,782TN32-SG,NSE
11700,795WB39-SG,NSE
11764,782AS32A-SG,NSE
11698,793WB37-SG,NSE
11743,JINDALPHOT-EQ,NSE
1186,GLAND-EQ,NSE
11835,93SCL25-ZH,NSE
11843,955SCL27A-ZJ,NSE
11856,SHAHALLOYS-EQ,NSE
11873,787MZ36-SG,NSE
11874,784HP37-SG,NSE
11882,783BR32-SG,NSE
11892,VHL-EQ,NSE
11920,VITAL-SM,NSE
11954,735NHAI31-N9,NSE
12064,UTIRMP35P1-MF,NSE
12092,KAYNES-EQ,NSE
12300,77BR32-SG,NSE
1248,666KA32-SG,NSE
12489,SWSOLAR-EQ,NSE
12545,SFMP72DD-MF,NSE
12603,PRECAM-EQ,NSE
1267,GUJALKALI-EQ,NSE
12660,75AP28-SG,NSE
12913,SARVESHWAR-EQ,NSE
12919,931SFL26-Z5,NSE
13038,755BR32A-SG,NSE
13061,360ONE-EQ,NSE
13092,ARHAM-SM,NSE
13107,SFMP73GD-MF,NSE
13121,KERNEX-EQ,NSE
13128,763KA39-SG,NSE
13139,EBBETF0433-EQ,NSE
13155,UTIDQP35P2-MF,NSE
13160,UTIRGR35P2-MF,NSE
13211,JAGRAN-EQ,NSE
1327,HCL-INSYS-EQ,NSE
13243,765GA32-SG,NSE
13257,767JH37-SG,NSE
13305,CENTURYPLY-EQ,NSE
13332,SOLARINDS-EQ,NSE
13352,MALUPAPER-EQ,NSE
13369,757GJ31-SG,NSE
13374,76KA32A-SG,NSE
13382,763PY32-SG,NSE
13398,768PN39-SG,NSE
13401,767WB41-SG,NSE
13419,SUPREMEINF-BZ,NSE
1348,HEROMOTOCO-EQ,NSE
13446,SHIVAUM-SM,NSE
1353,AMJUMBO-SM,NSE
1364,649GJ29-SG,NSE
13594,75HR29-SG,NSE
13627,763HR33-SG,NSE
1369,662RJ30-SG,NSE
13688,ACLGATI-EQ,NSE
13715,757TN33-SG,NSE
13717,759AP33-SG,NSE
13735,GLOBALVECT-EQ,NSE
13761,BBL-EQ,NSE
13812,FEL-BZ,NSE
1391,880IREDA29-N5,NSE
13878,769AP35-SG,NSE
13902,764RJ38-SG,NSE
1394,HINDUNILVR-EQ,NSE
13916,763GJ32-SG,NSE
13937,UTIDAP35P3-MF,NSE
13939,UTIDGR35P3-MF,NSE
13949,UTIRQP35P3-MF,NSE
13958,766AP32-SG,NSE
13972,771AP36-SG,NSE
13995,766TS44-SG,NSE
1406,HINDPETRO-EQ,NSE
14019,VEEDOL-EQ,NSE
14097,764TS33-SG,NSE
14109,764UP36-SG,NSE
14204,LRRPL-SM,NSE
14214,IMC1-N0,NSE
14347,769WB42-SG,NSE
14349,769TN43-SG,NSE
14355,758KL49-SG,NSE
14374,771GJ33-SG,NSE
144,GODREJAGRO-EQ,NSE
14423,LAOPALA-EQ,NSE
14436,773TS34-SG,NSE
14511,BANSWRAS-EQ,NSE
14559,766MP48-SG,NSE
14531,769MH31-SG,NSE
14537,DISHTV-EQ,NSE
14607,TGBHOTELS-EQ,NSE
14640,773AP32-SG,NSE
14645,773MH34-SG,NSE
14649,778UP35-SG,NSE
14653,774PN39-SG,NSE
14657,INSECTICID-EQ,NSE
14702,NAGREEKEXP-EQ,NSE
14753,031NSETEST-EQ,NSE
14764,071NSETEST-EQ,NSE
14788,SPARC-EQ,NSE
14771,TARMAT-EQ,NSE
14778,131NSETEST-EQ,NSE
1485,IFBIND-EQ,NSE
14813,ADSL-EQ,NSE
14821,775NL33-SG,NSE
14829,779UP33-SG,NSE
1494,RBA-EQ,NSE
14912,KPRMILL-EQ,NSE
14949,F13RP-MF,NSE
14966,CSBBANK-EQ,NSE
14970,706GS2028-GS,NSE
14993,SOTAC-SM,NSE
15034,BAJAJELEC-EQ,NSE
15039,CERA-EQ,NSE
15100,762PN38-SG,NSE
15105,761RJ43-SG,NSE
15119,EDELWEISS-EQ,NSE
15143,PATTECH-ST,NSE
15146,JYOTHYLAB-EQ,NSE
15156,KALYANIFRG-EQ,NSE
15184,BRIGADE-EQ,NSE
15235,98SFIL26-NU,NSE
15278,ONMOBILE-EQ,NSE
15288,HERCULES-EQ,NSE
15370,830CIFC26-N2,NSE
15432,SGBDC27VII-GB,NSE
1593,MGEL-EQ,NSE
1594,INFY-EQ,NSE
15759,735AP39-SG,NSE
1630,IONEXCHANG-EQ,NSE
16019,734AS33-SG,NSE
1650,651KA30B-SG,NSE
16364,736HR33-SG,NSE
16397,732TS49-SG,NSE
16652,739TS39-SG,NSE
16655,729KL51-SG,NSE
16669,BAJAJ-AUTO-EQ,NSE
16711,SAHANA-SM,NSE
16758,KDL-SM,NSE
16795,ARCHIDPLY-EQ,NSE
16797,736GA33-SG,NSE
16806,739AP35-SG,NSE
16821,VINYLINDIA-EQ,NSE
16865,73GS2053-GS,NSE
16827,KOKUYOCMLN-EQ,NSE
16921,20MICRONS-EQ,NSE
1695,662UP30-SG,NSE
16981,745PN34-SG,NSE
16986,COUNCODOS-EQ,NSE
17111,746AP43-SG,NSE
17119,744TN33A-SG,NSE
17159,875SFL27-ZF,NSE
173,673SK30-SG,NSE
17187,CYIENTDLM-EQ,NSE
17322,737BR30-SG,NSE
17372,DRONE-SM,NSE
17380,EXCEL-BE,NSE
17446,74BR30-SG,NSE
17456,741RJ33-SG,NSE
17486,EXPLEOSOL-EQ,NSE
17527,MAHASTEEL-EQ,NSE
17643,745AP33-SG,NSE
17669,744AP43-SG,NSE
1767,890NHB34-N7,NSE
17672,744JK53-SG,NSE
17738,YATHARTH-EQ,NSE
17781,KKVAPOW-SM,NSE
17852,747AP32-SG,NSE
17868,NIDOZC26-N7,NSE
17881,DBCORP-EQ,NSE
179,669TN30-SG,NSE
1797,AWHCL-EQ,NSE
17903,ABBOTINDIA-EQ,NSE
17957,MMTC-EQ,NSE
18025,718GS2033-GS,NSE
18080,75BR31-SG,NSE
18105,745JK53-SG,NSE
18142,EMMBI-EQ,NSE
18151,TVSSCS-EQ,NSE
18161,BPF02RMD-MF,NSE
18174,IF3DPD-MF,NSE
18182,FISTIP3GP-MF,NSE
18208,ORIENTLTD-EQ,NSE
18371,NDGL-EQ,NSE
18283,74WB42-SG,NSE
18402,747UK33-SG,NSE
18422,ASIANHOTNR-EQ,NSE
18479,ISFT-EQ,NSE
18480,940CAGL27-NB,NSE
18519,743JK53A-SG,NSE
18539,746AP41-SG,NSE
18487,970CAGL28-ND,NSE
18531,746MH33-SG,NSE
18543,DIACABS-EQ,NSE
18553,JLHL-EQ,NSE
18624,865SCL26-N8,NSE
18634,9SCL26B-ND,NSE
18649,HOLMARC-SM,NSE
18654,CHAVDA-SM,NSE
18659,MARATHON-EQ,NSE
18681,744AP36-SG,NSE
18703,744MP35-SG,NSE
18741,GRETEX-SM,NSE
18863,VERTOZ-EQ,NSE
18912,745MP44-SG,NSE
18897,1025SCL33A-N1,NSE
18902,1075SCL33A-N2,NSE
18908,PNBHOUSING-EQ,NSE
1905,663AP37-SG,NSE
18922,743TN53A-SG,NSE
19000,744WB42-SG,NSE
19073,AARVI-EQ,NSE
1910,663PN51-SG,NSE
19084,ITBEES-EQ,NSE
19097,SILLYMONKS-EQ,NSE
19113,UDS-EQ,NSE
19142,UMESLTD-EQ,NSE
19169,751MP38-SG,NSE
1923,WEALTH-EQ,NSE
19237,MONIFTY500-EQ,NSE
1944,661KA33-SG,NSE
19368,CANARYS-SM,NSE
19492,PLADAINFO-SM,NSE
19516,COMMITTED-ST,NSE
19519,762HP43-SG,NSE
19520,764WB43-SG,NSE
19521,756JK53-SG,NSE
19524,765TN33A-SG,NSE
19526,767AS33B-SG,NSE
19532,768UP34-SG,NSE
19543,HDFCGOLD-EQ,NSE
19725,775TS37-SG,NSE
19731,GPPL-EQ,NSE
19733,767TS45-SG,NSE
19611,773MN35-SG,NSE
19615,769KA33-SG,NSE
19616,77UP33-SG,NSE
1964,TRENT-EQ,NSE
19695,JITFINFRA-BE,NSE
19723,773KA36-SG,NSE
19724,774AP36-SG,NSE
19737,766KL46-SG,NSE
19863,SARTELE-SM,NSE
1994,LIBERTSHOE-EQ,NSE
19899,77MH34-SG,NSE
19928,764HUDCO31-N8,NSE
2004,AHLADA-EQ,NSE
19943,DEEPAKNTR-EQ,NSE
19951,965SCL25A-NF,NSE
20028,892PFCL33-N8,NSE
20058,891IIFCL34-N4,NSE
20088,SCLZC26E-NP,NSE
2017,661TS51-SG,NSE
20108,718HP32-SG,NSE
20146,718AS30-SG,NSE
20183,772AP38-SG,NSE
2021,663HP31-SG,NSE
2023,663HP33-SG,NSE
2024,664UP31-SG,NSE
20226,77BR38-SG,NSE
20309,718AP28-SG,NSE
20355,777AP35-SG,NSE
20396,772KA35-SG,NSE
20398,771AP37A-SG,NSE
20472,771AP31-SG,NSE
20503,ASLIND-ST,NSE
20527,PRUDMOULI-EQ,NSE
20570,764AR30-SG,NSE
20574,72AP30-SG,NSE
20588,802ABHF28-N1,NSE
20600,670AP26-SG,NSE
20601,644GJ29-SG,NSE
20603,SHREEOSFM-SM,NSE
20689,852LTF27-NG,NSE
20715,865LTF26-NN,NSE
20732,762UP33-SG,NSE
20739,762KL38-SG,NSE
20744,764KA39-SG,NSE
2077,685GA31-SG,NSE
2080,688UP31-SG,NSE
20767,960ISFL25-N1,NSE
20841,765NBFID38-N0,NSE
20850,722AS30-SG,NSE
20851,702AS30-SG,NSE
20854,HAPPYFORGE-EQ,NSE
20861,699AR30-SG,NSE
20863,702AP30-SG,NSE
2092,689WB41-SG,NSE
20972,888SCL25B-Y2,NSE
21008,SCLZC26G-YA,NSE
21010,965SCL28B-YB,NSE
21024,980SCL33D-YG,NSE
21039,648AP32-SG,NSE
21091,STARCEMENT-EQ,NSE
2112,MARALOVER-EQ,NSE
21096,SAIFL-SM,NSE
21140,629HP26-SG,NSE
21153,774AP32A-SG,NSE
21195,GTPL-EQ,NSE
21216,654GJ30-SG,NSE
21167,773BR39-SG,NSE
21214,728GJ29-SG,NSE
21264,766GJ32-SG,NSE
21271,772MH35-SG,NSE
2135,705PN31-SG,NSE
21314,DYNPRO-EQ,NSE
21321,SEITINVIT-IV,NSE
21399,GANGESSECU-EQ,NSE
21401,TATAGOLD-EQ,NSE
21463,793THDC34-N0,NSE
2144,BDL-EQ,NSE
21419,651KA31-SG,NSE
21615,875GFL27-N0,NSE
21624,840TPL28-N2,NSE
21643,729AP30-SG,NSE
21644,724AP33-SG,NSE
21697,MANAV-SM,NSE
21829,759TN44-SG,NSE
21851,768JH32-SG,NSE
21870,768AP37-SG,NSE
21906,896KL35-SG,NSE
21929,612KA27-SG,NSE
21908,728KL30-SG,NSE
21915,703KL30-SG,NSE
21939,698MH28-SG,NSE
21971,664MP30-SG,NSE
21979,694MP35-SG,NSE
22010,720ML30-SG,NSE
22015,720MZ30-SG,NSE
22020,711MZ30-SG,NSE
22024,721PY28-SG,NSE
22050,658RJ30-SG,NSE
22074,714RJ30-SG,NSE
22079,655RJ30-SG,NSE
22082,726UP29-SG,NSE
22102,663TN55-SG,NSE
22129,66TN29-SG,NSE
22152,730WB29-SG,NSE
22160,717CG30-SG,NSE
22170,704UK30-SG,NSE
22183,664TS50-SG,NSE
22242,SGBJUL28IV-GB,NSE
2233,705HP35-SG,NSE
22282,TIRUPATIFL-EQ,NSE
22308,MINDSPACE-RR,NSE
22335,648KA30-SG,NSE
22337,644GJ29A-SG,NSE
22338,661MP35-SG,NSE
22340,646RJ30-SG,NSE
2239,703MP31-SG,NSE
22341,662WB35-SG,NSE
22368,65KA30-SG,NSE
22412,664RJ30-SG,NSE
22413,666TN30-SG,NSE
22421,677KA33-SG,NSE
22433,HDFCNIFBAN-EQ,NSE
22438,68GS2060-GS,NSE
22456,67PN40-SG,NSE
22498,77SK34-SG,NSE
22508,767WB44-SG,NSE
22524,NIF10GETF-EQ,NSE
22571,BAWEJA-SM,NSE
22608,742GJ31-SG,NSE
22618,749AP39-SG,NSE
22661,745EXIM28-N0,NSE
22684,799TCL29-NE,NSE
22701,744AP39-SG,NSE
22702,749BR39-SG,NSE
22707,746JK49-SG,NSE
22717,ENTERO-EQ,NSE
22728,WTICAB-ST,NSE
22745,748CG32-SG,NSE
22747,744TN34-SG,NSE
22751,746MH35-SG,NSE
22752,747MH36-SG,NSE
22803,ZENITHDRUG-SM,NSE
22853,BSLIQPIRG-MF,NSE
22866,742TN34-SG,NSE
22870,743BR39-SG,NSE
22893,832TPL28-N6,NSE
22905,836GIL26-N0,NSE
2306,BESTAGRO-EQ,NSE
23041,764ABL34-N0,NSE
23066,GOPAL-EQ,NSE
23085,739KL34-SG,NSE
23091,737KA37-SG,NSE
23098,739WB42-SG,NSE
23104,736KL54-SG,NSE
2317,676GS2061-GS,NSE
23153,824LTF27-NQ,NSE
23168,835KSFL27-N0,NSE
23172,860CIFCL29-NR,NSE
23217,74TN54-SG,NSE
23201,745KA35-SG,NSE
23216,742KL49-SG,NSE
23248,773LIC34-N2,NSE
23299,0SCL27-YW,NSE
23313,957SCL31-Z3,NSE
23319,1075SCFL34-Z6,NSE
23351,749KL36-SG,NSE
23386,VHLTD-BE,NSE
23425,746AP44-SG,NSE
23432,744MH42-SG,NSE
23584,749TN34-SG,NSE
23585,751PN37-SG,NSE
23590,GLOSTERLTD-EQ,NSE
23641,749AP44-SG,NSE
2365,GIRIRAJ-SM,NSE
23650,MUTHOOTFIN-EQ,NSE
23665,903MFL29-NN,NSE
23689,SLONE-SM,NSE
2374,67AS27-SG,NSE
23693,INDGN-EQ,NSE
23698,885MOFSL26-N0,NSE
23755,745AP40B-SG,NSE
23758,742AP46-SG,NSE
23779,MANDEEP-SM,NSE
23815,742HR34-SG,NSE
23817,74AP41-SG,NSE
23873,738TN34-SG,NSE
23878,737MZ39-SG,NSE
23881,734RJ45-SG,NSE
23883,734AP48-SG,NSE
23922,BEACON-SM,NSE
23964,1050SCL31-ZP,NSE
23970,1075SCL34-ZR,NSE
23980,817TFSIL27-N3,NSE
24004,743TN32-SG,NSE
24014,BOROSCI-EQ,NSE
24048,738PY38A-SG,NSE
24053,74PY30-SG,NSE
2407,718HR41-SG,NSE
24055,UTFIAIPRGI-MF,NSE
24063,805SHFL29-N3,NSE
24065,744IRF34-N0,NSE
24072,702GS2031-GS,NSE
24073,792LIC27-N5,NSE
24105,733JK51-SG,NSE
24107,SKIL-BZ,NSE
24113,GPECO-ST,NSE
24139,10IIFLSF27-NB,NSE
24171,768SID27-N0,NSE
24196,VADILALIND-EQ,NSE
24253,842GIL27-N0,NSE
24282,736SBOI39-N0,NSE
24331,738PN33-SG,NSE
24334,739ML34-SG,NSE
24335,737AP36-SG,NSE
24341,736JK46-SG,NSE
245,ADL-EQ,NSE
24443,820ABSLI34-N0,NSE
24514,74CB34-N0,NSE
24549,10157PCP27-N0,NSE
24563,734TN34-SG,NSE
24587,975SCL29-N0,NSE
24604,850CIFL27-N0,NSE
24560,738PGCIL34-N0,NSE
24650,734HR36-SG,NSE
24678,ESPRIT-SM,NSE
24735,RPEL-EQ,NSE
24742,CEIGALL-EQ,NSE
24828,119VCCL26-N0,NSE
24779,OLAELEC-BE,NSE
24870,INVENTURE-EQ,NSE
2496,ORIENTPPR-EQ,NSE
24949,709GS2054-GS,NSE
24975,73BOB34-N0,NSE
24979,731RECL39-N0,NSE
24984,727MN36-SG,NSE
24995,723AP46-SG,NSE
24996,723RJ46-SG,NSE
25008,723RJ33-SG,NSE
25047,774LIC28-N0,NSE
25065,AERON-SM,NSE
25151,799LTFH27-N0,NSE
25176,726BOB34-N0,NSE
25203,BALAJEE-EQ,NSE
25214,721BR33-SG,NSE
25270,BAJAJHFL-EQ,NSE
25283,932AEL27-N3,NSE
25320,INNOMET-SM,NSE
25356,712MH36-SG,NSE
25364,713MH43-SG,NSE
2537,702KL28-SG,NSE
25365,714KL47-SG,NSE
25389,OSELDEVICE-ST,NSE
25439,786TCHFL29-N0,NSE
25470,695KA28-SG,NSE
25475,715RJ42-SG,NSE
25492,ONELIFECAP-EQ,NSE
25498,712GA34-SG,NSE
25500,712MP36-SG,NSE
25513,PHOGLOBAL-SM,NSE
25544,SCL25924A-N1,NSE
25554,SCL25924C-N1,NSE
25564,1050SCL31A-N1,NSE
25566,1003SCL31A-N1,NSE
25570,1075SCL34C-N1,NSE
2560,724RJ36-SG,NSE
25593,79SHFL27-N0,NSE
25606,MOMENTUM50-EQ,NSE
25690,DSSL-EQ,NSE
25699,69KA27-SG,NSE
25724,RUPA-EQ,NSE
25756,VIKASECO-EQ,NSE
25764,71MH32A-SG,NSE
25768,714BR33-SG,NSE
25793,805HLICL34-N0,NSE
25844,HYUNDAI-EQ,NSE
25907,WAAREEENER-EQ,NSE
25933,7875NIIF30-N0,NSE
25960,715KL39-SG,NSE
25961,715MN39-SG,NSE
25962,715AP39-SG,NSE
25964,717PN44-SG,NSE
2599,PARTYCRUS-SM,NSE
2649,PCBL-EQ,NSE
25984,AVL-EQ,NSE
2679,718MN31-SG,NSE
27001,706UK30A-SG,NSE
27006,715MZ40-SG,NSE
27084,KMEW-EQ,NSE
27127,692GS2039-GS,NSE
27136,ONYX-SM,NSE
27150,713GA34-SG,NSE
27161,CINELINE-EQ,NSE
2717,PRECWIRE-EQ,NSE
27163,815GIL29-N0,NSE
27190,714TN34-SG,NSE
27316,711AP38A-SG,NSE
2733,643AS26-SG,NSE
27323,711AP39-SG,NSE
27326,696TN28-SG,NSE
27339,GANESHIN-SM,NSE
278,AUTOAXLES-EQ,NSE
2759,716UP31-SG,NSE
27448,935TSI30-N0,NSE
27713,785ABHFL28-N0,NSE
27907,780SICC29-N0,NSE
28267,710RJ46-SG,NSE
28519,803ICPR34-N0,NSE
28539,799TFSIL27-N0,NSE
28687,MAMATA-EQ,NSE
28805,SANATHAN-EQ,NSE
28817,714JK51-SG,NSE
28926,925SCL29S-N1,NSE
28952,DUCON-EQ,NSE
28812,364D261225-TB,NSE
28975,93HFL34-N0,NSE
28992,717AP37-SG,NSE
28996,718HR38-SG,NSE
29016,CEREBRAINT-BZ,NSE
2912,RIIL-EQ,NSE
29025,INDOFARM-EQ,NSE
29105,995SCL35-N0,NSE
29121,722BR40-SG,NSE
29131,72JK47-SG,NSE
29135,INDUSTOWER-EQ,NSE
29149,NAVKARURB-BE,NSE
29180,725IRFC35B-N0,NSE
2919,684UK31-SG,NSE
29202,806TFSIL28-N0,NSE
29242,712TN55-SG,NSE
29243,PCHFL23125-N0,NSE
2925,683WB31-SG,NSE
29245,875TVSH30-N0,NSE
29274,12VCCL29A-N0,NSE
29283,714HR38A-SG,NSE
2930,685AS31-SG,NSE
29286,713WB42-SG,NSE
29294,711AS45-SG,NSE
29295,712PN45-SG,NSE
294,69AS30A-SG,NSE
2937,685ML31-SG,NSE
29300,710RJ51-SG,NSE
29307,857IHFL26-N0,NSE
29501,712MH36A-SG,NSE
29513,716AS40-SG,NSE
29516,719TS46-SG,NSE
29533,950ISF27-N0,NSE
29556,BSLIFQPIDG-MF,NSE
29577,NIF100BEES-EQ,NSE
29582,364D120226-TB,NSE
29592,JUBLCPL-BE,NSE
29600,742SIDBI29-N0,NSE
29624,AJAXENGG-EQ,NSE
29636,CHANDAN-ST,NSE
29678,BAJAJINDEF-EQ,NSE
29694,712GJ37A-SG,NSE
29711,QPOWER-EQ,NSE
29872,GROWWN200-EQ,NSE
29922,719CG35-SG,NSE
29924,718TN36-SG,NSE
29937,72KL42-SG,NSE
29940,72OR45-SG,NSE
29954,735NHB32-N0,NSE
30078,724AR45-SG,NSE
3009,KOHINOOR-EQ,NSE
30084,726HP35-SG,NSE
30089,ORIENTCEM-EQ,NSE
30108,ABFRL-EQ,NSE
302,685RJ30-SG,NSE
30155,AXISVALUE-EQ,NSE
30175,689TN28-SG,NSE
30200,793NIIF32-N0,NSE
30220,925SCL27B-N1,NSE
30230,971SCL30-N1,NSE
30240,948SCL28-N1,NSE
30265,748NABF28-N0,NSE
30267,739SIDBI30-N0,NSE
30269,14RARL30-N0,NSE
3045,SBIN-EQ,NSE
30413,687GJ28A-SG,NSE
30423,704RJ32-SG,NSE
30442,71HP40-SG,NSE
3061,658GJ27-SG,NSE
30455,SPECTRUM-EQ,NSE
30464,ACTIVEINFR-SM,NSE
312,TIINDIA-EQ,NSE
3085,682PN36-SG,NSE
30986,837REC33-N7,NSE
31017,THOMASCOTT-EQ,NSE
315,704WB35-SG,NSE
31234,SCHNEIDER-EQ,NSE
31475,ORBTEXP-EQ,NSE
3160,SFMP42DR-MF,NSE
3162,SIMPLEXINF-EQ,NSE
3166,SFMP42GR-MF,NSE
3172,GILT5YBEES-EQ,NSE
322,694TS50-SG,NSE
3186,SKFINDIA-EQ,NSE
3196,678AP38-SG,NSE
3257,684AR31-SG,NSE
335,BALKRISIND-EQ,NSE
3291,STARPAPER-EQ,NSE
3351,SUNPHARMA-EQ,NSE
3382,692HR36-SG,NSE
3384,SWARAJENG-EQ,NSE
3389,AGARIND-EQ,NSE
3466,TFCILTD-EQ,NSE
350,BANARISUG-EQ,NSE
3470,772IGT31-NK,NSE
3496,TIRUMALCHM-EQ,NSE
3499,TATASTEEL-EQ,NSE
355,SGBOCT25V-GB,NSE
3514,694AP38-SG,NSE
3571,684HR32-SG,NSE
3647,697TN46-SG,NSE
3694,VINDHYATEL-EQ,NSE
3704,681MH31-SG,NSE
3713,684RJ31-SG,NSE
3715,VLSFINANCE-EQ,NSE
3718,VOLTAS-EQ,NSE
3742,SGBMAY29I-GB,NSE
3743,SGBJUN29II-GB,NSE
3736,WALCHANNAG-EQ,NSE
383,BEL-EQ,NSE
3744,FINEORG-EQ,NSE
3787,WIPRO-EQ,NSE
3834,BHARATRAS-EQ,NSE
4221,VISAKAIND-EQ,NSE
4299,STERTOOLS-EQ,NSE
4387,GS070626C-GS,NSE
4395,GS220261P-GS,NSE
4487,ALKYLAMINE-EQ,NSE
4432,GS220236C-GS,NSE
454,684GJ30-SG,NSE
4568,ATLASCYCLE-EQ,NSE
4494,GS220836C-GS,NSE
4566,RUCHINFRA-EQ,NSE
457,715JK32-SG,NSE
