symbol,exch_seg,token
789WB37-SG,NSE,10553
779TN32-SG,NSE,11405
TCI-EQ,NSE,10580
GICHSGFIN-EQ,NSE,1139
HOMESFY-SM,NSE,13526
965SCL25C-N0,NSE,13497
793TN42-SG,NSE,10644
795HR37-SG,NSE,10640
SURANAT&P-EQ,NSE,10700
ATLANTAA-EQ,NSE,13585
VIDHIING-EQ,NSE,13536
HDFC1204DG-MF,NSE,13540
HDFC1204RQ-MF,NSE,13556
75HR29-SG,NSE,13594
64AP28-SG,NSE,1362
771AP39-SG,NSE,10847
CANBK-EQ,NSE,10794
HDFC1406RG-MF,NSE,10842
SFMP64DD-MF,NSE,10879
767NL33-SG,NSE,13626
762KL53-SG,NSE,13624
ANANTRAJ-EQ,NSE,13620
745TS30-SG,NSE,10902
74GS2062-GS,NSE,10981
758AP40-SG,NSE,10911
MEGAFLEX-SM,NSE,10971
759TS40-SG,NSE,13721
ELECON-EQ,NSE,13643
SFMP74DD-MF,NSE,13665
BANKIETF-EQ,NSE,11037
665JK30-SG,NSE,1373
JHS-BE,NSE,13723
SHRENIK-BE,NSE,11150
CMNL-SM,NSE,13731
ANNAPURNA-SM,NSE,11198
VARDHACRLC-EQ,NSE,11220
MANOMAY-EQ,NSE,13753
GTLINFRA-EQ,NSE,13745
MUKANDLTD-EQ,NSE,11325
GHCL-EQ,NSE,1127
9IIFL28A-NT,NSE,13854
JINDRILL-EQ,NSE,13875
UNIENTER-EQ,NSE,11293
762TN43-SG,NSE,13908
769AS33-SG,NSE,13959
UTIRFP35P3-MF,NSE,13947
UTIDQP35P3-MF,NSE,13943
776MH30-SG,NSE,11390
DHANBANK-EQ,NSE,11359
PTC-EQ,NSE,11355
915SCL27-Z7,NSE,11361
772UP36-SG,NSE,13973
768TS42-SG,NSE,13993
77PN40-SG,NSE,13992
NV20-EQ,NSE,11457
763JH30-SG,NSE,14087
783TS35-SG,NSE,11413
767AS33A-SG,NSE,14092
779RJ32-SG,NSE,11404
766RJ43-SG,NSE,13994
VEEDOL-EQ,NSE,14019
756RJ48-SG,NSE,14113
PITTIENG-EQ,NSE,14134
AUTOIND-EQ,NSE,14106
654AR30-SG,NSE,1157
FROG-ST,NSE,11504
PPLPHARMA-EQ,NSE,11571
HDFCMID150-EQ,NSE,14236
762MN35-SG,NSE,14165
CTE-BE,NSE,14222
PGIL-EQ,NSE,14260
774WB39-SG,NSE,11607
777JK37-SG,NSE,11604
LALPATHLAB-EQ,NSE,11654
GOLDETF-EQ,NSE,14286
77AP30-SG,NSE,14268
771AP33-SG,NSE,14270
662NL30-SG,NSE,1428
785BR32A-SG,NSE,11682
783GA32-SG,NSE,11683
672KA33-SG,NSE,1166
778MH30-SG,NSE,11678
SEQUENT-EQ,NSE,14296
PFC-EQ,NSE,14299
793WB37-SG,NSE,11698
769TN43-SG,NSE,14349
777AP40-SG,NSE,14341
788MP33-SG,NSE,11695
SUPRAJIT-EQ,NSE,11689
VIAZ-SM,NSE,14316
769AP43-SG,NSE,14351
758KL49-SG,NSE,14355
LAOPALA-EQ,NSE,14423
UTIRPP36P1-MF,NSE,14401
784TS39-SG,NSE,11767
781KL44-SG,NSE,11706
GOKEX-EQ,NSE,11778
753IRFC30-NJ,NSE,11754
768GJ33-SG,NSE,14548
DISHTV-BE,NSE,14540
739NHAI31A-ND,NSE,14522
757GJ26-SG,NSE,11866
JKPAPER-EQ,NSE,11860
93SCL25-ZH,NSE,11835
766HR29-SG,NSE,14635
VELS-ST,NSE,14595
GSLSU-EQ,NSE,14599
011NSETEST-EQ,NSE,14747
779JK35-SG,NSE,14650
773GJ36-SG,NSE,14652
787HP35-SG,NSE,11869
MEDANTA-EQ,NSE,11956
YESBANK-EQ,NSE,11915
63MOONS-EQ,NSE,11868
WINSOME-BZ,NSE,14757
MEGASOFT-BE,NSE,14797
TARMAT-EQ,NSE,14771
SYNCOMF-EQ,NSE,11992
SUZLON-EQ,NSE,12018
BIKAJI-EQ,NSE,11966
779UP33-SG,NSE,14829
777HR33-SG,NSE,14825
IFBAGRO-EQ,NSE,1482
WSI-BE,NSE,14832
789WB40-SG,NSE,14844
784RJ41-SG,NSE,14845
ALPA-EQ,NSE,14848
DECCANCE-EQ,NSE,14838
KAYNES-EQ,NSE,12092
736MH28-SG,NSE,15009
ELECTHERM-BE,NSE,14902
RUSTOMJEE-EQ,NSE,12219
ASTERDM-EQ,NSE,1508
INFINIUM-SM,NSE,15036
MOS-SM,NSE,15051
GRASIM-EQ,NSE,1232
GREAVESCOT-EQ,NSE,1235
756RJ33-SG,NSE,15095
KALYANIFRG-BE,NSE,15160
764IRFC31-NO,NSE,15168
CAGL25A-N4,NSE,12456
ECLERX-EQ,NSE,15179
957SFIL28-NW,NSE,15245
762AS32-SG,NSE,12666
SHALPAINTS-EQ,NSE,15342
OSIAHYPER-EQ,NSE,12635
GUJALKALI-EQ,NSE,1267
APCOTEXIND-EQ,NSE,154
727GJ31-SG,NSE,15744
MGEL-EQ,NSE,1593
AUROIMPEX-SM,NSE,15869
768JK37-SG,NSE,12701
EBBETF0430-EQ,NSE,16253
736HR33-SG,NSE,16364
732MH32-SG,NSE,16227
BECTORFOOD-EQ,NSE,1628
V1NSETEST-EQ,NSE,12863
736WB43-SG,NSE,16379
651KA30B-SG,NSE,1650
735RJ43-SG,NSE,16374
DENTALKART-SM,NSE,16454
739TS39-SG,NSE,16652
ANDHRAPAP-EQ,NSE,166
UBL-EQ,NSE,16713
EKC-EQ,NSE,13091
TRIVENI-EQ,NSE,13081
736TS41-SG,NSE,16809
725GS2063-GS,NSE,16733
736HR33A-SG,NSE,16801
KDL-ST,NSE,16765
741GS2036-GS,NSE,13194
763HP37-SG,NSE,13127
NAHARINDUS-EQ,NSE,13106
SFMP73GR-MF,NSE,13108
TCHF30-NB,NSE,16894
763HR32-SG,NSE,13244
749ML27-SG,NSE,13239
758JH31-SG,NSE,13368
BLKASHYAP-EQ,NSE,13290
SAKUMA-BE,NSE,13255
AKASH-EQ,NSE,13510
HDFC1204DQ-MF,NSE,13543
SKYGOLD-EQ,NSE,13631
ANLON-SM,NSE,13657
757TS31-SG,NSE,13772
MADHUCON-EQ,NSE,13671
VISHWARAJ-EQ,NSE,13702
755JK38-SG,NSE,13779
668AP33-SG,NSE,1378
MANALIPETC-EQ,NSE,13796
765HR33-SG,NSE,13882
865IIFL28-NS,NSE,13852
SUTLEJTEX-BE,NSE,13804
AARTIPHARM-EQ,NSE,13868
769UP35-SG,NSE,13891
764RJ38-SG,NSE,13902
HINDUNILVR-EQ,NSE,1394
765GJ33-SG,NSE,13964
768HR33-SG,NSE,13968
PRAENG-EQ,NSE,13941
UTIRQP35P3-MF,NSE,13949
766TS44-SG,NSE,13995
SGBOCT27-GB,NSE,13981
656KA30-SG,NSE,14
765KL48-SG,NSE,13996
726GS2033-GS,NSE,14051
965IFSL26-N6,NSE,14045
SIYSIL-EQ,NSE,14096
980SFIL28-NL,NSE,14032
768BR33-SG,NSE,14271
NETWORK18-EQ,NSE,14111
OSWALSEEDS-BE,NSE,14310
772BR33A-SG,NSE,14375
774AP32-SG,NSE,14373
SMSPHARMA-EQ,NSE,14329
HDFC2638DQ-MF,NSE,14336
774UK33-SG,NSE,14376
774MH33-SG,NSE,14378
GOKULAGRO-EQ,NSE,14480
EMBDL-EQ,NSE,14450
GOLDSHARE-EQ,NSE,14535
654KA30-SG,NSE,1453
767TN53-SG,NSE,14564
SRHHYPOLTD-EQ,NSE,14582
TGBHOTELS-EQ,NSE,14607
FORTIS-EQ,NSE,14592
AKZOINDIA-EQ,NSE,1467
GOACARBON-EQ,NSE,14687
965SCL28-AK,NSE,14704
HFMPM23DND-MF,NSE,14731
HFMPM23RND-MF,NSE,14737
HFMPM23RQD-MF,NSE,14738
021NSETEST-EQ,NSE,14751
041NSETEST-EQ,NSE,14755
061NSETEST-EQ,NSE,14762
LOWVOL-EQ,NSE,14786
121NSETEST-EQ,NSE,14777
151NSETEST-EQ,NSE,14782
775HP32-SG,NSE,14818
REPL-EQ,NSE,1480
ADSL-EQ,NSE,14813
783RJ50-SG,NSE,14854
776KL51-SG,NSE,14855
GSEC10YEAR-EQ,NSE,14938
PURVA-EQ,NSE,14922
CENTRALBK-EQ,NSE,14894
77AP32-SG,NSE,14958
MAGNUM-EQ,NSE,14957
KSCL-EQ,NSE,14972
PSUBNKBEES-EQ,NSE,15032
CENTUM-EQ,NSE,14982
717GS2030-GS,NSE,15050
ENERGYDEV-EQ,NSE,15049
BLAL-EQ,NSE,15067
DELTACORP-EQ,NSE,15044
SILVERETF-EQ,NSE,15085
RADIOCITY-P1,NSE,15082
CUBEINVIT-IV,NSE,15078
BVCL-EQ,NSE,15073
75HR30-SG,NSE,15098
535RJ25-SG,NSE,1513
KOLTEPATIL-EQ,NSE,15124
TARIL-EQ,NSE,15174
HITECHCORP-EQ,NSE,15161
COLPAL-EQ,NSE,15141
739HR29-SG,NSE,15256
743AP31-SG,NSE,15264
BGRENERGY-BE,NSE,15193
746WB46-SG,NSE,15323
IRB-EQ,NSE,15313
VGUARD-EQ,NSE,15362
BHARATWIRE-EQ,NSE,16123
PAVNAIND-EQ,NSE,16192
INFY-EQ,NSE,1594
733AP43-SG,NSE,16654
743MZ37-SG,NSE,16268
735TN43-SG,NSE,16814
722GJ28-SG,NSE,16781
74MP34-SG,NSE,16805
736MZ38-SG,NSE,16934
801TCH28-N7,NSE,16838
IKIO-EQ,NSE,16822
676MP40-SG,NSE,1012
792AP42-SG,NSE,10218
791TS43-SG,NSE,10269
782HP32-SG,NSE,10247
EMKAYTOOLS-SM,NSE,10253
783AS32-SG,NSE,10357
NGLFINE-BE,NSE,10287
PPL-EQ,NSE,10297
797WB42-SG,NSE,10454
UTISENSETF-EQ,NSE,10515
772AP34-SG,NSE,10527
UFLEX-EQ,NSE,1053
POWERMECH-EQ,NSE,10473
HDFCNIF100-EQ,NSE,10633
795TS37-SG,NSE,10642
GUJGASLTD-EQ,NSE,10599
KRBL-EQ,NSE,10577
MNC-EQ,NSE,10676
NIFTYQLITY-EQ,NSE,10690
TIMESGTY-EQ,NSE,10717
737NTPC35C-NA,NSE,10744
736NTPC25D-NB,NSE,10746
728NTPC30B-N9,NSE,10741
INDIAMART-EQ,NSE,10726
776KL38-SG,NSE,10773
66SK30-SG,NSE,1084
77TN42-SG,NSE,10844
HDFC1406DG-MF,NSE,10839
HDFC1406DD-MF,NSE,10838
761TN32-SG,NSE,10852
771AP37-SG,NSE,10848
SFMP64DR-MF,NSE,10880
JUNIORBEES-EQ,NSE,10939
745HR32-SG,NSE,10955
679MP40-SG,NSE,1095
KORE-ST,NSE,10892
758GA37A-SG,NSE,11097
KSOLVES-EQ,NSE,11060
756WB42-SG,NSE,11161
SUVEN-EQ,NSE,11233
CREATIVE-EQ,NSE,11155
HDFCGROWTH-EQ,NSE,11241
RADAAN-BE,NSE,11268
IGL-EQ,NSE,11262
76AP28-SG,NSE,11299
847SCL25-Z2,NSE,11337
LUXIND-EQ,NSE,11301
769KL40-SG,NSE,11292
POONAWALLA-EQ,NSE,11403
VAIBHAVGBL-EQ,NSE,11364
87SCL27-Z6,NSE,11356
894SCL25-Z3,NSE,11339
784TS34-SG,NSE,11409
774AP42-SG,NSE,11417
77PN42-SG,NSE,11416
NDTV-EQ,NSE,11427
781GJ32-SG,NSE,11506
EXCELINDUS-EQ,NSE,11471
NIITLTD-EQ,NSE,11522
TEXINFRA-EQ,NSE,11549
FORCEMOT-EQ,NSE,11573
HDFCNIFTY-EQ,NSE,11591
741GJ26-SG,NSE,11588
654RJ30A-SG,NSE,1160
77MH30-SG,NSE,11590
KOTARISUG-EQ,NSE,11647
SALSTEEL-EQ,NSE,11634
GTL-EQ,NSE,1162
PHANTOMFX-SM,NSE,11612
OMFURN-SM,NSE,117
ALKEM-EQ,NSE,11703
JBMA-EQ,NSE,11655
EVEREADY-EQ,NSE,11782
MSPL-EQ,NSE,11919
HPIL-EQ,NSE,11796
GEOJITFSL-EQ,NSE,11896
894SCL25A-ZI,NSE,11837
765PN42-SG,NSE,11981
HTMEDIA-EQ,NSE,11979
FCSSOFT-EQ,NSE,11999
FAZE3Q-EQ,NSE,12000
76NHAI31-NA,NSE,12003
AURIONPRO-EQ,NSE,12022
FIVESTAR-EQ,NSE,12032
UTIDGR35P1-MF,NSE,12040
532AS25-SG,NSE,1210
BBTCL-EQ,NSE,12153
66HP30-SG,NSE,1221
INOXGREEN-EQ,NSE,12188
763TN47-SG,NSE,12345
667MH32-SG,NSE,1251
76GJ32-SG,NSE,12667
744HR27-SG,NSE,12657
KRISHANA-EQ,NSE,12847
IIFLCAPS-EQ,NSE,13072
DHARMAJ-EQ,NSE,13001
UTIDMP35P2-MF,NSE,13154
CELEBRITY-EQ,NSE,13162
UTIRGR35P2-MF,NSE,13160
764WB32-SG,NSE,13248
VISASTEEL-BE,NSE,13298
ABSLFTUBRG-MF,NSE,13234
NITCO-EQ,NSE,13300
IEL-EQ,NSE,13303
KKCL-EQ,NSE,13381
ORTEL-BZ,NSE,13321
VAKRANGEE-BE,NSE,13346
769TN37-SG,NSE,13393
768PN39-SG,NSE,13398
SUPREMEINF-BZ,NSE,13419
645GS2029-GS,NSE,13472
SGBN28VIII-GB,NSE,1342
916SCL25-ZW,NSE,13482
MOXSH-SM,NSE,13502
HDFC1204RD-MF,NSE,13547
76KA33-SG,NSE,13601
HIMATSEIDE-EQ,NSE,1360
HDFC1204RG-MF,NSE,13548
764GA38-SG,NSE,13619
GEECEE-EQ,NSE,13658
763TS36-SG,NSE,13718
INFOMEDIA-EQ,NSE,13693
FIEMIND-EQ,NSE,13710
SAH-EQ,NSE,13689
BBL-EQ,NSE,13761
PARSVNATH-EQ,NSE,13791
GLOBALVECT-EQ,NSE,13735
IIFLZC26A-NR,NSE,13850
DONEAR-EQ,NSE,13839
880IREDA29-N5,NSE,1391
LIQUID1-EQ,NSE,13950
PARACABLES-EQ,NSE,13951
UTIDGR35P3-MF,NSE,13939
ZEEMEDIA-EQ,NSE,14003
PTL-EQ,NSE,14101
WANBURY-EQ,NSE,14063
984SFIL26A-NK,NSE,14030
940SFIL28-NN,NSE,14036
764UP36-SG,NSE,14109
756TS48-SG,NSE,14112
AGI-EQ,NSE,1412
762MZ36-SG,NSE,14166
IMC1-N1,NSE,14219
LRRPL-ST,NSE,14211
765HR33A-SG,NSE,14272
662AS30-SG,NSE,1425
TVSSRICHAK-EQ,NSE,14245
766SK33-SG,NSE,14274
756TN53-SG,NSE,14357
668AP35A-SG,NSE,1432
77AP28-SG,NSE,14359
773HR32-SG,NSE,14369
772MH31-SG,NSE,14367
PAGEIND-EQ,NSE,14413
779WB42-SG,NSE,14447
BANSWRAS-EQ,NSE,14511
772GJ35-SG,NSE,14553
766MH33-SG,NSE,14549
AROGRANITE-EQ,NSE,14557
679AP34-SG,NSE,1004
772GJ34-SG,NSE,14643
NAVINFLUOR-EQ,NSE,14672
757GS2033-GS,NSE,10046
679PN35-SG,NSE,1007
IRBIT-IV,NSE,14806
ABSLFTUJDN-MF,NSE,14795
SAHYADRI-EQ,NSE,14900
KDDL-EQ,NSE,14908
GUJRAFFIA-BE,NSE,10097
CCCL-EQ,NSE,14992
RBA-EQ,NSE,1494
688WB40-SG,NSE,1015
EDELWEISS-EQ,NSE,15119
704IRFC26-NL,NSE,15110
KAUSHALYA-EQ,NSE,15136
776HP30-SG,NSE,10235
795AP40A-SG,NSE,10255
CONFIPET-EQ,NSE,10238
RHL-EQ,NSE,15157
ICICM58-M1,NSE,10201
1025SFIL26-NT,NSE,15231
AMBIKCO-EQ,NSE,15234
KAVVERITEL-BE,NSE,15248
1003SFIL28-NX,NSE,15249
792AP41-SG,NSE,10337
783MN32-SG,NSE,10368
798RJ42-SG,NSE,10381
743TS33-SG,NSE,15265
741AP30-SG,NSE,15262
764TN29-SG,NSE,10452
665KA35-SG,NSE,1531
749MN35-SG,NSE,15315
805RJ37-SG,NSE,10474
STEELCITY-EQ,NSE,10406
ARVSMART-EQ,NSE,10457
QUICKTOUCH-ST,NSE,15294
734AP29-SG,NSE,15475
74AP31-SG,NSE,15477
737AP43-SG,NSE,15578
74AS33-SG,NSE,15508
782AP42-SG,NSE,10555
694ML25-SG,NSE,10524
AGNI-ST,NSE,10498
HDFCNEXT50-EQ,NSE,10619
733TN33-SG,NSE,15749
732TS48-SG,NSE,15783
BHARTIARTL-EQ,NSE,10604
PRINCEPIPE-EQ,NSE,16045
ASAL-EQ,NSE,10634
LATTEYS-BE,NSE,15848
674UP30-SG,NSE,161
736AP34-SG,NSE,16066
73AP38-SG,NSE,16071
IOC-EQ,NSE,1624
655GA30-SG,NSE,1074
774AP38-SG,NSE,10719
775PN42-SG,NSE,10782
658GA30A-SG,NSE,1646
657HP30-SG,NSE,1644
738AP35-SG,NSE,16244
66AS30A-SG,NSE,1645
761HR32-SG,NSE,10853
736AP37-SG,NSE,16649
734RJ33A-SG,NSE,16646
GVPTECH-EQ,NSE,10865
KIRIINDUS-EQ,NSE,16639
SIGMA-EQ,NSE,16658
734MH31-SG,NSE,16782
758GA37-SG,NSE,10912
75HP36-SG,NSE,10960
JFLLIFE-SM,NSE,10885
SFMP64GR-MF,NSE,10882
QNIFTY-EQ,NSE,16819
735TS45-SG,NSE,16815
GVT&D-EQ,NSE,16783
LIQUIDBEES-EQ,NSE,11006
745AP42-SG,NSE,10963
SANGINITA-BE,NSE,11033
VIVIANA-ST,NSE,10970
662UP30-SG,NSE,1695
735AP40-SG,NSE,16935
TOUCHWOOD-BE,NSE,16910
755BR32-SG,NSE,11094
747GA38-SG,NSE,16982
74HR33-SG,NSE,16979
DANGEE-BE,NSE,1116
VILINBIO-ST,NSE,16960
KANDARP-ST,NSE,11211
SUMICHEM-EQ,NSE,17105
744TN33A-SG,NSE,17119
746AP34-SG,NSE,17124
745AS33-SG,NSE,17117
IDEAFORGE-EQ,NSE,17140
WELSPUNLIV-EQ,NSE,11253
742TN33-SG,NSE,17221
783TS36-SG,NSE,11415
77KL47-SG,NSE,11424
665AP36-SG,NSE,1739
1025NFL25-N5,NSE,17345
EXCEL-EQ,NSE,17376
OIL-EQ,NSE,17438
785BR32-SG,NSE,11513
783HR32-SG,NSE,11507
LT-EQ,NSE,11483
GLAXO-EQ,NSE,1153
741GA33-SG,NSE,17455
INCREDIBLE-EQ,NSE,17507
EXPLEOSOL-EQ,NSE,17486
PSUBANKADD-EQ,NSE,17616
902SCL26I-AW,NSE,17521
HDFC1359RD-MF,NSE,11562
773BR32-SG,NSE,11598
749RJ34-SG,NSE,17652
784RJ32-SG,NSE,11691
INDOCO-EQ,NSE,11677
SHRITECH-SM,NSE,17684
VIJIFIN-EQ,NSE,17691
SARDAEN-EQ,NSE,17758
ZEAL-SM,NSE,17766
UNITEDTEA-EQ,NSE,17999
ACEINTEG-EQ,NSE,11779
XCHANGING-EQ,NSE,11705
PGIMCSA1G-MF,NSE,17985
PGIMCSA4D-MF,NSE,17994
IIFL-EQ,NSE,11809
SAKSOFT-EQ,NSE,11794
SSWL-EQ,NSE,11829
SANGANI-SM,NSE,18035
SSFL-SM,NSE,18056
745JK53-SG,NSE,18105
751MN35-SG,NSE,18084
747KL39-SG,NSE,18097
BPF02IWR-MF,NSE,18094
78TN42-SG,NSE,11877
746MZ39-SG,NSE,18221
SHAHALLOYS-BE,NSE,11859
87SCL27A-ZK,NSE,11846
93SCL24A-ZN,NSE,11861
KPIL-EQ,NSE,1814
BPF01MDD-MF,NSE,18170
HFMPCC50DD-MF,NSE,18185
783BR32-SG,NSE,11882
745AP34-SG,NSE,18332
782NL32A-SG,NSE,11881
ICIL-EQ,NSE,11987
VPRPL-EQ,NSE,18341
PERSISTENT-EQ,NSE,18365
SGBMAR28X-GB,NSE,18451
747AS33-SG,NSE,18401
RATNAVEER-EQ,NSE,18423
PRAXIS-EQ,NSE,1204
925CAGL26-N9,NSE,18471
SABEVENTS-BE,NSE,18501
PRAMARA-SM,NSE,18514
879SCL26-NC,NSE,18632
ACI-EQ,NSE,12024
741JK53-SG,NSE,18687
CARYSIL-EQ,NSE,1879
GICL-SM,NSE,18815
1003SCL30-BW,NSE,18874
UTIRAP35P1-MF,NSE,12048
UTIRMP35P1-MF,NSE,12064
UTIRGR35P1-MF,NSE,12060
53BR25-SG,NSE,1207
663PN51-SG,NSE,1910
SCPL-EQ,NSE,12072
DOLATALGO-EQ,NSE,12124
MVGJL-EQ,NSE,19015
76AP34-SG,NSE,19164
ROLLT-EQ,NSE,19104
NEWJAISA-ST,NSE,19161
753HR33-SG,NSE,19179
65KA30A-SG,NSE,1227
749KL45-SG,NSE,19178
755MP35-SG,NSE,19165
SFL-EQ,NSE,19184
657GA30-SG,NSE,1237
VISHNUINFR-SM,NSE,19300
661WB36-SG,NSE,1947
762TN53-SG,NSE,19488
77BR31-SG,NSE,19522
CAPTRUST-EQ,NSE,19447
SWSOLAR-EQ,NSE,12489
CASTROLIND-EQ,NSE,1250
772AP36-SG,NSE,19620
766AP37-SG,NSE,19538
768MP34-SG,NSE,19619
IRMENERGY-EQ,NSE,19597
VINNY-BE,NSE,12506
AAATECH-EQ,NSE,12533
767TS45-SG,NSE,19733
PRICOLLTD-EQ,NSE,19631
SCL26-NA,NSE,19770
MASFIN-EQ,NSE,199
901HUDCO34-NE,NSE,19970
MICROPRO-SM,NSE,19887
673TN40-SG,NSE,1254
SFMP72DR-MF,NSE,12556
714BR30-SG,NSE,20016
940SCL26A-NK,NSE,20045
925SCL25G-NY,NSE,20125
FINIETF-EQ,NSE,12578
61CG27-SG,NSE,2013
732GS2030-GS,NSE,20136
69AS30-SG,NSE,20155
AKSHARCHEM-EQ,NSE,20178
76JK53A-SG,NSE,20197
767KA36-SG,NSE,20222
PRECAM-EQ,NSE,12603
768TN30B-SG,NSE,20335
72JK29-SG,NSE,20312
773KA34-SG,NSE,20350
779PN36-SG,NSE,20356
762PN32-SG,NSE,12673
769KA33A-SG,NSE,20392
773AP32A-SG,NSE,20391
764RJ49-SG,NSE,20366
AMBUJACEM-EQ,NSE,1270
763PN39-SG,NSE,12706
764JK50-SG,NSE,20402
766GJ30A-SG,NSE,20479
77AP38-SG,NSE,20482
SGBAUG27-GB,NSE,12904
820TPL26-N2,NSE,20617
PENIND-EQ,NSE,20621
BAJEL-EQ,NSE,20531
758TS41-SG,NSE,20745
718GJ30-SG,NSE,20696
763AR33-SG,NSE,20734
SECL-ST,NSE,13032
85LTF26-NM,NSE,20713
715AP32-SG,NSE,20773
688MN31-SG,NSE,2078
HUDCO-EQ,NSE,20825
SILVER1-EQ,NSE,13082
753TS47-SG,NSE,13051
708KA31-SG,NSE,20797
759KA38-SG,NSE,13049
754KA41-SG,NSE,13050
GSEC10IETF-EQ,NSE,13143
717HP30-SG,NSE,20846
72HP35-SG,NSE,20844
MUTHOOTMF-EQ,NSE,20831
AIAENG-EQ,NSE,13086
SFMP73DD-MF,NSE,13102
648AP27-SG,NSE,20922
SUNCLAY-EQ,NSE,20956
UTIDQP35P2-MF,NSE,13155
UTIDAP35P2-MF,NSE,13150
INNOVACAP-EQ,NSE,21062
INDIFRA-ST,NSE,21061
925SCL28B-YC,NSE,21016
767WB37-SG,NSE,13237
SGBSEP27-GB,NSE,13209
692BR32-SG,NSE,21161
774AP36A-SG,NSE,21164
JAGRAN-EQ,NSE,13211
ABSLFTUBDG-MF,NSE,13228
AXISNIFTY-EQ,NSE,21252
777HR36-SG,NSE,21276
771KA38-SG,NSE,21283
77MZ35-SG,NSE,13256
776KL35-SG,NSE,21272
DOLLEX-SM,NSE,13323
SADBHAV-BE,NSE,13240
649KA30-SG,NSE,21390
757NHB31-N8,NSE,21394
1015CLIX25-N0,NSE,21331
SOLARINDS-EQ,NSE,13332
HDFCBANK-EQ,NSE,1333
KFINTECH-EQ,NSE,13359
764GJ34-SG,NSE,21503
704MZ33-SG,NSE,2143
729BR30-SG,NSE,21642
762GA32A-SG,NSE,13373
765KA34-SG,NSE,13384
MATRIMONY-EQ,NSE,21726
KELLTONTEC-EQ,NSE,13430
EMKAY-BE,NSE,13424
768AP37-SG,NSE,21870
697PN40-SG,NSE,21789
SUNDARMHLD-EQ,NSE,2183
RMDRIP-SM,NSE,21816
894SCL27-ZY,NSE,13487
87SCL25-ZV,NSE,13477
HEROMOTOCO-EQ,NSE,1348
774BR39-SG,NSE,21877
730PN31-SG,NSE,21894
791KL30-SG,NSE,21904
810KL32-SG,NSE,21905
EMAMILTD-EQ,NSE,13517
MUNJALAU-EQ,NSE,13511
ACE-EQ,NSE,13587
HDFC1204DD-MF,NSE,13539
575KA25-SG,NSE,21928
69MN30-SG,NSE,21926
65KL27-SG,NSE,21909
698MH28-SG,NSE,21939
662RJ30-SG,NSE,1369
TALBROAUTO-EQ,NSE,13648
750MZ30-SG,NSE,22016
715RJ30-SG,NSE,22054
654RJ30-SG,NSE,22059
717MP29-SG,NSE,21976
762UK33-SG,NSE,13716
759TS37-SG,NSE,13719
709UP30-SG,NSE,22096
669UP30-SG,NSE,22097
641TN30-SG,NSE,22103
684RJ30-SG,NSE,22068
723WB30-SG,NSE,22147
705WB30-SG,NSE,22143
745UK30-SG,NSE,22165
668JH32-SG,NSE,1376
695SK30-SG,NSE,22156
FLUOROCHEM-EQ,NSE,13750
699TS28-SG,NSE,22190
750TS28-SG,NSE,22189
765TS30-SG,NSE,22188
815JK30-SG,NSE,22181
SOBHA-EQ,NSE,13826
LTFOODS-EQ,NSE,13816
KAMOPAINTS-BE,NSE,13817
685WB30-SG,NSE,22219
785UK30-SG,NSE,22201
717BR30A-SG,NSE,22223
717GJ30A-SG,NSE,22222
765RJ33-SG,NSE,13881
VENUSREM-EQ,NSE,13859
771WB39-SG,NSE,13991
646JK30-SG,NSE,22303
714KA29A-SG,NSE,22225
757BOB24-N0,NSE,22234
ITIETF-EQ,NSE,22365
649KA31-SG,NSE,22336
LUMAXTECH-EQ,NSE,14014
666TN30-SG,NSE,22413
67PN40-SG,NSE,22456
705RJ31-SG,NSE,2245
807NIIF39-N1,NSE,22416
767UK33-SG,NSE,14102
NIFITETF-EQ,NSE,22488
703RJ36-SG,NSE,2248
813LTF29-NP,NSE,22482
83117SMF25-N1,NSE,22486
77HR31-SG,NSE,14159
TIMKEN-EQ,NSE,14198
SHERA-SM,NSE,14172
77SK34-SG,NSE,22498
765GA34-SG,NSE,22496
763MH35-SG,NSE,22500
BAWEJA-SM,NSE,22571
749TS35-SG,NSE,22614
758TS45-SG,NSE,14353
749HR36-SG,NSE,22616
758RJ48-SG,NSE,14354
769RJ39-SG,NSE,14380
745EXIM28-N0,NSE,22661
8ABHF34-N4,NSE,22635
ABSLLIQUID-EQ,NSE,14518
746CG33-SG,NSE,22698
773TS34-SG,NSE,14436
77HR32-SG,NSE,14532
JSFB-EQ,NSE,22663
RPTECH-EQ,NSE,22670
769TS32-SG,NSE,14533
745AP38-SG,NSE,22700
748AP44-SG,NSE,22704
766KL50-SG,NSE,14563
890NCPL28-N1,NSE,22737
ZENITHSTL-EQ,NSE,14562
748IRFC34A-NQ,NSE,22735
744CG29-SG,NSE,22742
744MP40-SG,NSE,22756
745MP44A-SG,NSE,22758
745MP45-SG,NSE,22759
778UP36-SG,NSE,14651
774RJ40-SG,NSE,14654
772MH32-SG,NSE,14639
850NIRMA27-N7,NSE,22811
INM-ST,NSE,22773
760PFC29-N0,NSE,22793
948SCL26D-AI,NSE,14721
990SCL26D-AH,NSE,14720
HFMPM23DGR-MF,NSE,14726
HFMPM23DQD-MF,NSE,14733
744KA34-SG,NSE,22868
744RJ34-SG,NSE,22867
742MP45-SG,NSE,22881
BSLIQPIRDP-MF,NSE,22850
749GJ28-SG,NSE,14812
IDBI-EQ,NSE,1476
