symbol,token,exch_seg
SPANDANA-EQ,11435,NSE
QMSMEDI-SM,11467,NSE
781GJ32-SG,11506,NSE
785PN42-SG,11515,NSE
762GJ29-SG,11589,NSE
ASTRAMICRO-EQ,11618,NSE
GOLDENTOBC-BZ,11619,NSE
732IRFC25-NI,11751,NSE
78KL45-SG,11770,NSE
ALLDIGI-EQ,11798,NSE
WELCORP-EQ,11821,NSE
955SCL27A-ZJ,11843,NSE
78TN42-SG,11877,NSE
782SK32A-SG,11878,NSE
IPSL-SM,11903,NSE
GENUSPOWER-EQ,11905,NSE
YESBANK-EQ,11915,NSE
MSPL-EQ,11919,NSE
SASKEN-EQ,11983,NSE
768BR32-SG,11985,NSE
ESG-EQ,1200,NSE
ICIL-EQ,11987,NSE
IMPAL-EQ,12009,NSE
UTIRAP35P1-MF,12048,NSE
UTIRQP35P1-MF,12071,NSE
66HP30-SG,1221,NSE
960CAGL25-N3,12444,NSE
664AS30-SG,1246,NSE
667MH32-SG,1251,NSE
673TS50-SG,1256,NSE
SFMP72GR-MF,12563,NSE
PRECAM-EQ,12603,NSE
762PN32-SG,12673,NSE
763KA37-SG,12692,NSE
DJML-EQ,12749,NSE
N1NSETEST-EQ,12848,NSE
ABB-EQ,13,NSE
DHARMAJ-EQ,13001,NSE
754KA41-SG,13050,NSE
360ONE-EQ,13061,NSE
757HP32-SG,13117,NSE
751HR29-SG,13122,NSE
UTIDAP35P2-MF,13150,NSE
UTIRMP35P2-MF,13163,NSE
ABSLFTUBRN-MF,13235,NSE
769MN34-SG,13252,NSE
HDFCBANK-EQ,1333,NSE
HEG-EQ,1336,NSE
ARIHANTACA-ST,13348,NSE
766TS34-SG,13387,NSE
77JK37-SG,13392,NSE
BHAGERIA-EQ,13400,NSE
767WB41-SG,13401,NSE
SUPREMEINF-BZ,13419,NSE
SHIVAUM-SM,13446,NSE
955SCL25-ZU,13465,NSE
ALLCARGO-EQ,13501,NSE
MOXSH-SM,13502,NSE
64AP28-SG,1362,NSE
VIDHIING-EQ,13536,NSE
RBMINFRA-SM,13570,NSE
764WB42-SG,13621,NSE
762KL53-SG,13624,NSE
ANLON-SM,13657,NSE
66MN30-SG,1368,NSE
HINDCOMPOS-EQ,1372,NSE
JHS-EQ,13720,NSE
CMNL-SM,13731,NSE
GESHIP-EQ,13776,NSE
MANALIPETC-EQ,13796,NSE
LTFOODS-EQ,13816,NSE
77HP36-SG,13896,NSE
880IREDA34-N6,1393,NSE
CREST-EQ,13900,NSE
762TN43-SG,13908,NSE
UTIRAP35P3-MF,13946,NSE
766AP32-SG,13958,NSE
766RJ33-SG,13960,NSE
GRCL-SM,14052,NSE
IGPL-EQ,14086,NSE
767UK33-SG,14102,NSE
OMAXAUTO-BE,14125,NSE
755TN53-SG,14117,NSE
SBGLP-EQ,14139,NSE
762MN35-SG,14165,NSE
759TS40A-SG,14167,NSE
759PY41-SG,14168,NSE
NSLNISP-EQ,14180,NSE
REDINGTON-EQ,14255,NSE
SEQUENT-EQ,14296,NSE
TFL-EQ,14319,NSE
ORIENTALTL-EQ,14346,NSE
776MN35-SG,14379,NSE
769RJ39-SG,14380,NSE
UTIRGR36P1-MF,14399,NSE
JKTYRE-EQ,14435,NSE
EMBDL-EQ,14450,NSE
654KA30-SG,1453,NSE
757TN53-SG,14455,NSE
769MH31-SG,14531,NSE
GOLDSHARE-EQ,14535,NSE
768GJ33-SG,14548,NSE
766KL50-SG,14563,NSE
FORTIS-EQ,14592,NSE
ALPHAGEO-EQ,14597,NSE
774RJ40-SG,14654,NSE
GUJAPOLLO-BE,14681,NSE
GOACARBON-EQ,14687,NSE
NAGREEKEXP-EQ,14702,NSE
971SCL28-AN,14718,NSE
HFMPM23RQD-MF,14738,NSE
031NSETEST-EQ,14753,NSE
081NSETEST-EQ,14767,NSE
ABSLFTUJRG-MF,14802,NSE
749GJ28-SG,14812,NSE
783KL39-SG,14840,NSE
789WB40-SG,14844,NSE
776TN53-SG,14860,NSE
F13RG-MF,14948,NSE
76AP29-SG,14954,NSE
MAGNUM-EQ,14957,NSE
771AP33A-SG,14959,NSE
CERA-EQ,15039,NSE
MOGSEC-EQ,1507,NSE
MOS-SM,15051,NSE
BVCL-BE,15077,NSE
SILVERETF-EQ,15085,NSE
EDELWEISS-EQ,15119,NSE
AGUL-SM,15147,NSE
INDIACEM-EQ,1515,NSE
ECLERX-EQ,15179,NSE
INDIAGLYCO-EQ,1521,NSE
652KA30-SG,1522,NSE
PPAP-BE,15213,NSE
743AP31-SG,15264,NSE
743TS33-SG,15265,NSE
CORDSCABLE-EQ,15271,NSE
744TN33-SG,15310,NSE
665KA35-SG,1531,NSE
KNRCON-EQ,15283,NSE
746TS48A-SG,15333,NSE
CIFCZC26A-N3,15372,NSE
DHANI-EQ,15384,NSE
735HR33-SG,16064,NSE
IOC-EQ,1624,NSE
BHARATWIRE-EQ,16123,NSE
729HR29-SG,16220,NSE
EBBETF0430-EQ,16253,NSE
669TS40-SG,1655,NSE
MMP-EQ,16395,NSE
732HR33-SG,16648,NSE
ITI-EQ,1675,NSE
SIGMA-BE,16664,NSE
735MH32-SG,16785,NSE
737NL33A-SG,16802,NSE
QNIFTY-EQ,16819,NSE
84TCHF28-NA,16874,NSE
TOUCHWOOD-EQ,16908,NSE
735AP40-SG,16935,NSE
541GA25-SG,1697,NSE
74MH31-SG,16975,NSE
TPHQ-EQ,16996,NSE
PALREDTEC-EQ,17062,NSE
747KL42-SG,17104,NSE
743PN48-SG,17114,NSE
744ML31-SG,17116,NSE
745AS33-SG,17117,NSE
SHRIPISTON-EQ,17186,NSE
747PN34-SG,17127,NSE
664PY32-SG,1730,NSE
SENCO-EQ,17271,NSE
LLOYDSME-EQ,17313,NSE
735TN33A-SG,17323,NSE
VINATIORGA-EQ,17364,NSE
718GS2037-GS,17398,NSE
GLOBUSSPR-EQ,17424,NSE
CONTROLPR-EQ,17477,NSE
JINDALPOLY-EQ,1756,NSE
665PN50A-SG,1757,NSE
865NHB34-N4,1761,NSE
902SCL26I-AW,17521,NSE
745AP33-SG,17643,NSE
UNIVPHOTO-BE,17661,NSE
SGBFEB28IX-GB,17664,NSE
ALOKINDS-EQ,17675,NSE
VIJIFIN-BE,17695,NSE
YATHARTH-EQ,17738,NSE
747TS32-SG,17834,NSE
BPF02D3R-MF,18008,NSE
WHIRLPOOL-EQ,18011,NSE
SETUINFRA-BZ,18024,NSE
ADVENZYMES-EQ,18039,NSE
BPF02D5R-MF,18062,NSE
751MN35-SG,18084,NSE
BPF02IQR-MF,18093,NSE
BPF02IWR-MF,18094,NSE
BPF02RGG-MF,18160,NSE
BPF01MDD-MF,18170,NSE
HFMPCC50DD-MF,18185,NSE
532AS26-SG,1821,NSE
582RJ27-SG,1824,NSE
HFMPCC75DD-MF,18191,NSE
645GJ30A-SG,1827,NSE
AEROFLEX-EQ,18268,NSE
74WB42-SG,18283,NSE
658GA31-SG,1830,NSE
MONOPHARMA-SM,18392,NSE
743TN33-SG,18404,NSE
745PN34A-SG,18405,NSE
744MN35-SG,18406,NSE
925CAGL26-N9,18471,NSE
SAROJA-ST,18513,NSE
748AP38A-SG,18518,NSE
746AP41-SG,18539,NSE
LTTS-EQ,18564,NSE
JIWANRAM-SM,18558,NSE
KESORAMIND-EQ,1859,NSE
865SCL26-N8,18624,NSE
915SCL26-NE,18636,NSE
ICICIPRULI-EQ,18652,NSE
746TS30-SG,18690,NSE
749BR31A-SG,18691,NSE
744MP35-SG,18703,NSE
KEL-SM,18708,NSE
SIGNATURE-EQ,18743,NSE
DRL-SM,18769,NSE
CELLECOR-SM,18806,NSE
10SCL30A-BV,18868,NSE
749GA33A-SG,18945,NSE
663WB41-SG,1902,NSE
663AP37-SG,1905,NSE
MASTER-SM,19011,NSE
MVGJL-EQ,19015,NSE
INSPIRE-SM,19154,NSE
759WB39-SG,19172,NSE
75AP41-SG,19174,NSE
KOPRAN-EQ,1919,NSE
SGBJAN29IX-GB,1920,NSE
753HR33-SG,19179,NSE
SFL-EQ,19184,NSE
IMFA-EQ,19235,NSE
THEJO-EQ,19279,NSE
TERASOFT-BE,19296,NSE
CANARYS-SM,19368,NSE
ROSSARI-EQ,19410,NSE
SCML-SM,19469,NSE
772ML31-SG,19517,NSE
765TN33A-SG,19524,NSE
766AP37-SG,19538,NSE
775HR35-SG,19722,NSE
863IRFC29-NC,1991,NSE
812REC27-NI,19924,NSE
ORISSAMINE-EQ,19931,NSE
858HUDCO29-NC,19966,NSE
888IRFC29-NE,1999,NSE
736PFCL28-N2,19974,NSE
735NABAR31-N1,20032,NSE
SCLZC25D-NJ,20039,NSE
711HP30-SG,20040,NSE
965SCL28A-NQ,20094,NSE
925SCL28A-NS,20104,NSE
661RJ31A-SG,2016,NSE
LUMAXIND-EQ,2018,NSE
ROXHITECH-SM,20167,NSE
769AP42-SG,20190,NSE
URJA-EQ,20203,NSE
768UP34A-SG,20220,NSE
768TS37-SG,20225,NSE
ESILVER-EQ,20257,NSE
ROCKINGDCE-SM,20289,NSE
768TN30B-SG,20335,NSE
775UP33-SG,20349,NSE
775HR35A-SG,20353,NSE
771KL43-SG,20364,NSE
764JK50-SG,20402,NSE
724GR2033-GS,20448,NSE
WIPL-EQ,20481,NSE
724HR29-SG,20519,NSE
802ABHF28-N1,20588,NSE
803ABHF27-N2,20590,NSE
644GJ29-SG,20601,NSE
714GA30-SG,20667,NSE
885LTF27-NE,20671,NSE
763GA33-SG,20733,NSE
688MN31-SG,2078,NSE
762KL38-SG,20739,NSE
878MFL27-NH,20749,NSE
MUTHOOTMF-EQ,20831,NSE
717HP30-SG,20846,NSE
722AS30-SG,20850,NSE
HAPPYFORGE-EQ,20854,NSE
696HR40-SG,20860,NSE
771HR33-SG,20344,NSE
779PN37-SG,20360,NSE
772HR33-SG,20393,NSE
772WB37-SG,20399,NSE
CIFCZC26-NF,20437,NSE
774BR38-SG,20401,NSE
IOLCP-EQ,20413,NSE
INDIGOPNTS-EQ,2048,NSE
772KA35A-SG,20477,NSE
764AR30-SG,20570,NSE
718GJ30-SG,20696,NSE
685GA31-SG,2077,NSE
763BR38-SG,20741,NSE
715AP31-SG,20772,NSE
1003ISFL28-N4,20779,NSE
BHAGYANGR-BE,20799,NSE
HUDCO-EQ,20825,NSE
702AS30-SG,20851,NSE
688RJ46-SG,2089,NSE
ZEELEARN-EQ,20852,NSE
697KA28-SG,20864,NSE
722GA29-SG,20916,NSE
648AP27-SG,20922,NSE
767RJ33-SG,20942,NSE
762KL44-SG,20948,NSE
687AP37-SG,2096,NSE
8AR30-SG,20963,NSE
SCLZC26G-YA,21008,NSE
925SCL28B-YC,21016,NSE
795JK30-SG,21046,NSE
788GA30-SG,21047,NSE
INNOVACAP-EQ,21062,NSE
SUPREMEPWR-SM,21067,NSE
SAIFL-SM,21096,NSE
HRHNEXT-SM,21107,NSE
743GJ27-SG,21133,NSE
KCEIL-SM,21173,NSE
KLL-SM,21186,NSE
855TCAPS27-N7,21194,NSE
GTPL-EQ,21195,NSE
865TCAPS27-N8,21197,NSE
772MH35-SG,21271,NSE
774KA36-SG,21274,NSE
698AS31-SG,2134,NSE
840CIFCL27-NI,21325,NSE
MFSL-EQ,2142,NSE
697WB36-SG,2149,NSE
STEL-EQ,21484,NSE
773BR39A-SG,21539,NSE
769KA40-SG,21540,NSE
76TS47-SG,21547,NSE
756TN54-SG,21548,NSE
757IRFC29-NP,21621,NSE
624HR26-SG,21640,NSE
729AP30-SG,21643,NSE
724AP35-SG,21645,NSE
840TPL29-N3,21684,NSE
BRNL-EQ,21683,NSE
665PN50-SG,21716,NSE
ICICIGI-EQ,21770,NSE
MPTODAY-SM,21792,NSE
896KL35-SG,21906,NSE
699MN30-SG,21922,NSE
612KA27-SG,21929,NSE
609KA28-SG,21930,NSE
652NL30-SG,21993,NSE
711MZ30-SG,22020,NSE
655RJ30-SG,22079,NSE
793UP30-SG,22084,NSE
704UP30-SG,22085,NSE
70UP30-SG,22088,NSE
719UP29-SG,22092,NSE
686UP30-SG,22094,NSE
750TN29-SG,22107,NSE
669TN50-SG,22113,NSE
689TN25-SG,22118,NSE
705TN26-SG,22119,NSE
649TN50-SG,22136,NSE
695SK30-SG,22156,NSE
799WB35-SG,22175,NSE
750TS28-SG,22189,NSE
799TS35-SG,22204,NSE
743TS54-SG,22211,NSE
646WB30-SG,22269,NSE
655AP35-SG,22294,NSE
652TS50-SG,22304,NSE
MODTHREAD-EQ,2241,NSE
668HR39-SG,22373,NSE
65TN30-SG,22374,NSE
LOVABLE-EQ,22415,NSE
677KA33-SG,22421,NSE
655AS30A-SG,22447,NSE
766RJ34-SG,22497,NSE
755TN54-SG,22509,NSE
DELAPLEX-SM,22527,NSE
CIF29-NO,22558,NSE
725GJ26-SG,22603,NSE
742GJ31-SG,22608,NSE
752AS34-SG,22612,NSE
748JK54-SG,22626,NSE
708UP31-SG,2264,NSE
799TCL34-ND,22643,NSE
745EXIM28-N0,22661,NSE
RPTECH-EQ,22670,NSE
744AP39-SG,22701,NSE
746JK49-SG,22707,NSE
WTICAB-ST,22728,NSE
VSTL-EQ,22730,NSE
RBZJEWEL-EQ,20874,NSE
MON100-EQ,22739,NSE
748KA33-SG,22746,NSE
744AP39A-SG,22754,NSE
MUFTI-EQ,20878,NSE
767HR35-SG,20944,NSE
RKDL-EQ,20950,NSE
72AS29-SG,20960,NSE
685TN51-SG,2097,NSE
925SCL25H-Y0,20968,NSE
PSB-EQ,21001,NSE
SCLZC26F-Y9,21003,NSE
971SCL28B-YD,21019,NSE
875SCL23A-YI,21028,NSE
1025SCL33-YJ,21030,NSE
MANGLMCEM-EQ,2106,NSE
8AS30-SG,21048,NSE
835SCL23B-YM,21056,NSE
INDIFRA-ST,21061,NSE
AKANKSHA-SM,21121,NSE
694GA30-SG,21139,NSE
773KA35A-SG,21163,NSE
774AP36A-SG,21164,NSE
619AS26-SG,2123,NSE
705AP31-SG,21237,NSE
753AS29-SG,21259,NSE
DYNPRO-EQ,21314,NSE
651KA31-SG,21419,NSE
647GJ30-SG,21422,NSE
BDL-EQ,2144,NSE
TATSILV-EQ,21428,NSE
767CG33-SG,21502,NSE
COCHINSHIP-EQ,21508,NSE
76AP44-SG,21543,NSE
COMSYN-EQ,21578,NSE
73PN34-SG,21717,NSE
67PN30-SG,21719,NSE
832TFSIL29-N0,21760,NSE
BOSCHLTD-EQ,2181,NSE
758TN54-SG,21841,NSE
766RJ31-SG,21842,NSE
TIRUPATI-SM,21868,NSE
774BR39-SG,21877,NSE
663KL30-SG,21910,NSE
67KL27-SG,21916,NSE
654MH30-SG,21932,NSE
624MH28-SG,21947,NSE
729MP35-SG,21950,NSE
833TPL27-N5,21953,NSE
704MP30-SG,21965,NSE
717MP29-SG,21976,NSE
673MP30-SG,21981,NSE
720ML30-SG,22010,NSE
657MZ35-SG,22014,NSE
720MZ30-SG,22015,NSE
703PY28-SG,22029,NSE
831RJ27-SG,22062,NSE
678RJ30-SG,22063,NSE
684RJ30-SG,22068,NSE
667RJ50-SG,22080,NSE
703UP30-SG,22087,NSE
73UP30-SG,22091,NSE
719TN35-SG,22110,NSE
633TN30-SG,22135,NSE
705WB30-SG,22143,NSE
723WB30-SG,22147,NSE
708CG30-SG,22159,NSE
710UK30-SG,22164,NSE
688UK30-SG,22168,NSE
699TS28-SG,22190,NSE
726JH27-SG,22196,NSE
785UK30-SG,22201,NSE
694TS60-SG,22207,NSE
717PN30-SG,22212,NSE
714KA29-SG,22218,NSE
717BR30A-SG,22223,NSE
DHUNINV-EQ,22233,NSE
65GA30-SG,22261,NSE
644UP30-SG,22262,NSE
70TS51-SG,2227,NSE
646RJ30-SG,22340,NSE
649MH31-SG,22343,NSE
705RJ31-SG,2245,NSE
64KA30A-SG,22452,NSE
67PN40-SG,22456,NSE
762TN34-SG,22499,NSE
769PN36-SG,22503,NSE
837SMFG29-N2,22575,NSE
751CG32-SG,22609,NSE
748MH35-SG,22613,NSE
752BR39-SG,22619,NSE
745AP38-SG,22700,NSE
749BR39-SG,22702,NSE
748WB44-SG,22705,NSE
890NCPL28-N1,22737,NSE
735PY27-SG,22741,NSE
744CG29-SG,22742,NSE
745MP45-SG,22759,NSE
ESCONET-SM,22764,NSE
810TCHFL27-ND,22768,NSE
ZENITHDRUG-SM,22803,NSE
830TFSIL27-N2,22854,NSE
SFMP6DD-MF,10051,NSE
SHYAMCENT-EQ,10188,NSE
744KA34-SG,22868,NSE
785MP32-SG,10198,NSE
796WB37-SG,10213,NSE
782HP32-SG,10247,NSE
804PN42-SG,10268,NSE
NGLFINE-EQ,10277,NSE
794PN42-SG,10333,NSE
FINPIPE-EQ,1041,NSE
804AP37-SG,10471,NSE
AGNI-ST,10498,NSE
UTINIFTETF-EQ,10511,NSE
789WB37-SG,10553,NSE
782AP42-SG,10555,NSE
NAVKARCORP-EQ,10557,NSE
PNB-EQ,10666,NSE
VEEKAYEM-SM,10710,NSE
726GS2032-GS,10722,NSE
UNIONBANK-EQ,10753,NSE
771AP39-SG,10847,NSE
753HR30-SG,10855,NSE
KORE-SM,10889,NSE
GENESYS-EQ,10905,NSE
758AP42-SG,10913,NSE
VIVIANA-SM,10967,NSE
SABAR-ST,10985,NSE
NATHBIOGEN-BE,11069,NSE
AGRITECH-EQ,11072,NSE
755AS32-SG,11095,NSE
TEAMGTY-BE,11217,NSE
NOIDATOLL-BE,11214,NSE
JSL-EQ,11236,NSE
SUVEN-EQ,11233,NSE
HDFCQUAL-EQ,11255,NSE
769BR32-SG,11282,NSE
768WB32-SG,11291,NSE
TVSELECT-EQ,11265,NSE
APOLLO-EQ,1134,NSE
MUKANDLTD-EQ,11325,NSE
PETRONET-EQ,11351,NSE
779TN32-SG,11405,NSE
TTKHLTCARE-EQ,11369,NSE
PVTBANIETF-EQ,11386,NSE
781UP32-SG,11408,NSE
RKFORGE-EQ,11411,NSE
KRITINUT-EQ,11432,NSE
CMRSL-SM,11447,NSE
NV20-EQ,11457,NSE
LT-EQ,11483,NSE
FROG-SM,11501,NSE
NIITLTD-EQ,11522,NSE
ULTRACEMCO-EQ,11532,NSE
HDFCLOWVOL-EQ,11547,NSE
TEXINFRA-EQ,11549,NSE
654RJ30A-SG,1160,NSE
781UP34-SG,11603,NSE
SALSTEEL-BE,11637,NSE
672KA33-SG,1166,NSE
763ML25-SG,11675,NSE
785BR32A-SG,11682,NSE
781HR32C-SG,11690,NSE
OMFURN-SM,117,NSE
787RJ40-SG,11701,NSE
ALKEM-EQ,11703,NSE
728IRFC30-NG,11730,NSE
753IRFC30-NJ,11754,NSE
784TS40-SG,11768,NSE
SURYALAXMI-EQ,11852,NSE
776HR30-SG,11867,NSE
SPLIL-EQ,11935,NSE
MCLEODRUSS-EQ,11943,NSE
739NHAI26-N8,11952,NSE
HTMEDIA-BE,11982,NSE
UTIDMP35P1-MF,12041,NSE
HDFCNIFIT-EQ,12101,NSE
658UP30-SG,1239,NSE
SFMP72GD-MF,12561,NSE
OSIAHYPER-BE,12643,NSE
744HR27-SG,12657,NSE
762AS32-SG,12666,NSE
762GA32-SG,12678,NSE
VASA-SM,1274,NSE
TRIVENI-EQ,13081,NSE
VIMTALABS-EQ,13101,NSE
763HP37-SG,13127,NSE
UTIRGR35P2-MF,13160,NSE
CELEBRITY-EQ,13162,NSE
ABSLFTUBRG-MF,13234,NSE
758HR30-SG,13241,NSE
763HR32-SG,13244,NSE
765NL32-SG,13247,NSE
JKCEMENT-EQ,13270,NSE
VISASTEEL-EQ,13295,NSE
KEI-EQ,13310,NSE
SOLARINDS-EQ,13332,NSE
MALUPAPER-EQ,13352,NSE
765KA34-SG,13384,NSE
768PN39-SG,13398,NSE
87SCL25-ZV,13477,NSE
PFOCUS-EQ,13496,NSE
TECHM-EQ,13538,NSE
HDFC1204RD-MF,13547,NSE
HDFC1204RG-MF,13548,NSE
HDFC1204RQ-MF,13556,NSE
VOLTAMP-EQ,13577,NSE
762HR31-SG,13600,NSE
762TN33-SG,13602,NSE
GEECEE-EQ,13658,NSE
SFMP74DD-MF,13665,NSE
GOLDKART-ST,13701,NSE
669KA37-SG,1379,NSE
855IREDA34-N3,1383,NSE
767AS33-SG,13877,NSE
757MH31-SG,13913,NSE
771AP36-SG,13972,NSE
771WB39-SG,13991,NSE
1030SFIL28-NM,14034,NSE
940SFIL28-NN,14036,NSE
726GS2033-GS,14051,NSE
SAGCEM-EQ,14068,NSE
761TS32-SG,14088,NSE
764MP33-SG,14093,NSE
GANDHITUBE-EQ,14116,NSE
UNOMINDA-EQ,14154,NSE
762MP34-SG,14163,NSE
SGBOCT27VI-GB,14252,NSE
TTL-EQ,14314,NSE
777AP40-SG,14341,NSE
758TS45-SG,14353,NSE
758KL49-SG,14355,NSE
774AP32-SG,14373,NSE
769PN39-SG,14381,NSE
UTIDPP36P1-MF,14395,NSE
SRIVASAVI-SM,14411,NSE
775UP38-SG,14442,NSE
LEXUS-EQ,14459,NSE
BANSWRAS-EQ,14511,NSE
739NHAI31A-ND,14522,NSE
PSUBNKIETF-EQ,14584,NSE
VELS-SM,14590,NSE
SGBMAR31IV-GB,14598,NSE
SIMBHALS-BE,14616,NSE
773AP32-SG,14640,NSE
990SCFL26-AJ,14696,NSE
965SCL28-AK,14704,NSE
1015SCL28A-AL,14710,NSE
990SCL26D-AH,14720,NSE
NIRMAN-SM,14722,NSE
HFMPM23DGR-MF,14726,NSE
TECILCHEM-BE,14739,NSE
041NSETEST-EQ,14755,NSE
IDBI-EQ,1476,NSE
071NSETEST-EQ,14764,NSE
TARMAT-EQ,14771,NSE
SPARC-EQ,14788,NSE
775HP32-SG,14818,NSE
773MH32-SG,14819,NSE
IFCI-EQ,1491,NSE
USK-EQ,14871,NSE
NAGREEKCAP-EQ,14942,NSE
MANGCHEFER-EQ,15007,NSE
ASCOM-ST,15030,NSE
PSUBNKBEES-EQ,15032,NSE
RELIGARE-EQ,15068,NSE
761RJ43-SG,15105,NSE
738GJ30-SG,15260,NSE
ONMOBILE-EQ,15278,NSE
QUICKTOUCH-SM,15285,NSE
RECLTD-EQ,15355,NSE
CIFCZC28A-N5,15376,NSE
NESCO-EQ,15409,NSE
ACL-BE,15431,NSE
SGBDC27VII-GB,15432,NSE
AVG-EQ,15589,NSE
GMMPFAUDLR-EQ,1570,NSE
732AP43-SG,15780,NSE
HINDWAREAP-EQ,15883,NSE
72MH28-SG,15971,NSE
734RJ33-SG,16062,NSE
737JK35-SG,16069,NSE
68AS30-SG,164,NSE
GODHA-BE,1610,NSE
LINDEINDIA-EQ,1627,NSE
732TS49-SG,16397,NSE
ANDHRAPAP-EQ,166,NSE
INFOLLION-SM,16588,NSE
HGINFRA-EQ,1672,NSE
MKPL-EQ,16736,NSE
KDL-SM,16758,NSE
URBAN-SM,16888,NSE
AATMAJ-SM,16961,NSE
739RJ48-SG,16995,NSE
739TN53-SG,17003,NSE
745TN43-SG,17112,NSE
MIDCAPIETF-EQ,17152,NSE
JAYSREETEA-EQ,1720,NSE
66WB30-SG,1721,NSE
SYNOPTICS-SM,17203,NSE
665TR35-SG,1738,NSE
AJMERA-EQ,17307,NSE
SETF10GILT-EQ,17395,NSE
PREMEXPLN-EQ,17397,NSE
743AP35-SG,17457,NSE
MOLDTECH-EQ,17625,NSE
ZYDUSWELL-EQ,17635,NSE
745AP40A-SG,17668,NSE
SHRITECH-SM,17684,NSE
QUESS-EQ,17704,NSE
ZEAL-SM,17766,NSE
TREL-EQ,17795,NSE
KANPRPLA-EQ,1782,NSE
LLOYDSENGG-EQ,17801,NSE
REDTAPE-EQ,17859,NSE
DBCORP-EQ,17881,NSE
BAYERCROP-EQ,17927,NSE
MMTC-EQ,17957,NSE
PGIMCSA2D-MF,17986,NSE
BPF02D3D-MF,18007,NSE
BPF02IQD-MF,18067,NSE
75GA33-SG,18082,NSE
751PN36-SG,18087,NSE
749PN37-SG,18088,NSE
TVSSCS-EQ,18151,NSE
PYRAMID-EQ,18250,NSE
741RJ39-SG,18335,NSE
74KL41-SG,18336,NSE
NIFMID150-EQ,18347,NSE
NDGL-EQ,18371,NSE
747AS33-SG,18401,NSE
747GA33-SG,18403,NSE
744AP40-SG,18411,NSE
74AP43-SG,18413,NSE
BIGBLOC-EQ,18431,NSE
BASILIC-SM,18442,NSE
CAGL27-NC,18485,NSE
885SCL26-N9,18626,NSE
MARATHON-EQ,18659,NSE
HPL-EQ,18679,NSE
745HR35A-SG,18680,NSE
741JK53-SG,18687,NSE
747CG30-SG,18689,NSE
MARCO-SM,18773,NSE
HIGREEN-SM,18794,NSE
NIRAJISPAT-EQ,18840,NSE
MAZDA-EQ,18866,NSE
661UP31-SG,1891,NSE
746RJ33-SG,18939,NSE
KAPSTON-EQ,18967,NSE
619GS2034-GS,18973,NSE
STYRENIX-EQ,19,NSE
UNIVASTU-EQ,18977,NSE
746WB39-SG,18998,NSE
10IIFL29-N6,19045,NSE
SAAKSHI-ST,19112,NSE
76AP34-SG,19164,NSE
759HR35-SG,19166,NSE
TI-EQ,19196,NSE
CAPTRUST-EQ,19447,NSE
661MP37-SG,1953,NSE
PLAZACABLE-EQ,19458,NSE
771UK33-SG,19482,NSE
BHANDARI-EQ,19556,NSE
772TN33-SG,19618,NSE
KALYANI-BE,19653,NSE
BLUEJET-EQ,19686,NSE
775TS37-SG,19725,NSE
772AP41-SG,19729,NSE
773CG31-SG,19746,NSE
CELLO-EQ,19795,NSE
772TS36-SG,19902,NSE
888SCL25-NG,19957,NSE
876HUDCO28-ND,19968,NSE
901HUDCO34-NE,19970,NSE
714BR30-SG,20016,NSE
867PFCL33-N7,20026,NSE
SCLZC25C-NI,20037,NSE
1015SCL28-NR,20102,NSE
971SCL28A-NT,20106,NSE
718HP32-SG,20108,NSE
718BR30-SG,20109,NSE
1050SCL30-NU,20111,NSE
69AS30-SG,20155,NSE
ARIHANTSUP-EQ,20159,NSE
77BR38-SG,20226,NSE
CLEDUCATE-BE,20233,NSE
OBEROIRLTY-EQ,20242,NSE
657GJ29-SG,20279,NSE
PRESTIGE-EQ,20302,NSE
RESPONIND-EQ,20323,NSE
635AP27-SG,20572,NSE
774JK43-SG,20365,NSE
658GA30-SG,20598,NSE
670AP26-SG,20600,NSE
850TPL26-N0,20612,NSE
847TPL26-N1,20614,NSE
699JK31-SG,2074,NSE
935LTF29-N5,20643,NSE
706AP30-SG,20737,NSE
765HP35-SG,20738,NSE
688UP31-SG,2080,NSE
771HDFCB33-N0,20753,NSE
705AS30-SG,20774,NSE
IRBINVIT-IV,20817,NSE
716KA30-SG,20845,NSE
74GJ26-SG,20926,NSE
MOIL-EQ,20830,NSE
699AR30-SG,20861,NSE
758GJ32-SG,20927,NSE
JALAN-SM,20929,NSE
756TN53A-SG,20933,NSE
768KA37-SG,20945,NSE
772JK43-SG,20947,NSE
SUNCLAY-EQ,20956,NSE
798AP31-SG,20961,NSE
965SCL25B-Y1,20970,NSE
SCLZC25E-Y4,20982,NSE
INDIGRID-IV,20988,NSE
1075SCL33-YK,21042,NSE
699GJ26-SG,21053,NSE
688AP35-SG,21054,NSE
ERIS-EQ,21154,NSE
CDSL-EQ,21174,NSE
703HR40-SG,21236,NSE
764GJ31-SG,21262,NSE
768JK44-SG,21288,NSE
777IREDA27-N9,21308,NSE
JYOTICNC-EQ,21334,NSE
IBLFL-SM,21348,NSE
GANGESSECU-EQ,21399,NSE
704MZ33-SG,2143,NSE
THEINVEST-EQ,21427,NSE
875GFL27-N0,21615,NSE
APEX-EQ,21623,NSE
DIXON-EQ,21690,NSE
MANAV-SM,21697,NSE
775SIDBI27-N1,21741,NSE
LIQUIDCASE-EQ,21750,NSE
766WB43-SG,21827,NSE
TEXRAIL-EQ,21828,NSE
768AP37-SG,21870,NSE
773MZ39-SG,21872,NSE
